Echo,SNR_noisy,SNR_denoised,Improvement
1,2.067647933959961,2.0059077739715576,0.9701399068118146
2,2.063950777053833,1.986871600151062,0.9626545469205439
3,2.0615954399108887,1.974826693534851,0.9579118459925444
4,2.0573079586029053,1.9600811004638672,0.9527407368777867
5,2.052919387817383,1.93830144405365,0.9441683173514221
6,2.04632306098938,1.8962270021438599,0.9266508491709272
